V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,scaled_time,scaled_amount
1.11410704271688,0.18845880845166,0.149144187035816,1.15386806602826,0.224010526176016,0.396246428399056,0.0201678973843558,0.21760313463863,-0.141379059610738,0.0907194018753222,1.4281378560412,0.920897083029618,-0.732305189753582,0.597721267508748,-0.152293306258429,-0.748612522292465,0.227005149272181,-0.791044937176079,-0.559968486495074,-0.255692079544947,0.0656550913849544,0.367010473549299,-0.090953769862657,-0.271464052116374,0.646597318663401,-0.217493047960602,0.0358813333361776,-0.0045533960722822,-0.6276545762074798,-0.2922755741127349
1.9109406633508,0.686774238862186,-0.595769753998782,3.81738532254517,0.288990548127373,-0.660187094060166,0.365387405029789,-0.261101725885998,-1.22605554557526,1.52747600831658,-0.610363229119014,0.0071613330225192,0.389506512895883,0.361774698004774,-0.34717858833094,0.706662509110355,-0.738410886396598,-0.500213956575255,-1.97300312318947,-0.282780962611306,0.266636015929407,0.805442145951546,0.11418895431728,0.401013454609664,0.0699667763262199,0.108304096151309,-0.0397239475935352,-0.0473378990382288,0.3263366848336779,-0.23465553235908143
0.0135136163213128,0.452287015490683,-0.738085789196989,-0.950308901030775,1.40515874788587,-0.423081639716739,1.11508531476054,-0.0739816891688392,-0.349807784849948,-0.362877477393981,-0.163692723863255,-0.0793136075854502,-1.26448118111203,0.71318915386705,-1.53403653423372,-0.148401691717176,-0.630884040797598,0.14363691686868,0.512584774764414,-0.146693991814751,0.152423105447591,0.411430139237417,-0.0179382957304427,0.227643245331166,-0.857710560365796,0.444818156296063,0.136231427325186,0.229042535918998,0.7179688968239053,0.013221990257480854
-1.27338772151571,0.270815021553363,1.25671944202653,1.06465868873998,-1.4015448576811,0.234429721319037,1.19425499392628,0.412955140019148,-0.528986678339496,-1.0385589103847,-0.228716344832515,0.671091102476683,0.493680699181919,0.163058577313643,0.205021359183495,-0.363042109418714,0.27857863978616,-0.464464253285991,-0.794584615338959,0.472001298159947,0.407453894749854,0.673392844063145,0.759377845682464,0.580045867105541,-0.310257845752681,-0.463227269587287,-0.0238993300648693,0.134969893895947,-0.07399924826160496,4.217118997912317
1.97861477890146,0.114560172636397,-1.32244959439197,0.577585502126867,0.348416503222986,-0.376863073884259,-0.211045674170968,-0.123861325523349,1.62375657905064,-0.637723545010426,2.307536639106,-1.45725923878981,2.06264139368814,0.481386610686936,-1.07202901990144,0.494596097900339,1.04268200678377,0.733343151424512,-0.247938969135658,-0.137539426668878,-0.138924663751475,-0.0311846307236001,0.191190684524317,0.59853009797146,-0.182579491533754,0.389250721373187,-0.0751799866162068,-0.0407643615888877,0.30702640481112575,-0.11064718162839249
1.14820212929985,-0.227179429244311,1.12436021915158,0.674433895743587,-0.861667397068482,0.217010007652518,-0.711790685833933,0.228118706590417,0.662112414569322,-0.0800541448909344,0.707286863022345,1.12888122681772,0.220669694267957,-0.268787306606564,-0.497885349341714,0.446448070298061,-0.555780444902112,0.34329539690137,0.369150224871191,-0.051436616723629,-0.0550634458537994,-0.0053949904903891,-0.0300227512384059,0.0576894659013175,0.272427958826242,0.317857368707768,0.0126252728524767,0.0154923304489587,-0.19795386205600451,-0.083785664578984
1.01645255668228,-2.15371196537887,0.837395929631759,-0.800527617956356,-1.95371073565968,0.685681502540584,-1.30060144194142,0.0502398926926204,-0.617474641062335,0.865464951724342,-1.95743412911697,0.278337440254562,1.87804675731527,-1.80050442010323,-2.25565665349775,-1.11524920964665,1.02837745236615,-0.365670815272625,0.799141987904564,0.228952851974434,-0.361249658684214,-0.656565757489086,-0.269802186709704,-0.395988009391353,0.43878549871378,-0.18885478818171,0.0613120346932542,0.0648898247105765,-0.455623942867882,3.1732776617954075
0.228282042448357,-2.13370693196541,-0.78181305512435,-1.41079309541344,-1.33664914445034,-1.37698344258188,0.813817916738239,-0.370583186006359,1.8875989459889,-1.81179480158629,0.247930681781329,0.607208542074029,-1.40146361567165,0.770296687859988,1.47887324588066,-1.84868671486363,0.857204454895924,-0.595297247850039,0.641631403291547,0.847375918786474,0.365342238079872,0.110645377830756,-0.586252563876357,0.656108289642627,0.630646283864059,-0.715394307784991,-0.0459498889153664,0.103180933250701,0.006190095846645367,7.264718162839249
1.96529567237221,-0.534533099524588,-0.531575235594639,0.16674923181707,-0.289978676944292,0.490234379065098,-0.815036968206818,0.225371021957215,0.994236946668418,0.153249263404958,0.372943653730899,0.975878554356283,0.343545004202737,-0.136578795922222,-0.248788559413048,0.606474367909506,-0.87602119029385,0.562542560517977,0.130189772443692,-0.116937948538051,0.189395384243866,0.698899548386306,0.130282218680609,0.283199454911637,-0.24305689794486,0.546938451607968,-0.0253305130209611,-0.0534255610000666,0.9441834241683894,-0.07863604732080723
1.33573674333075,-0.974947295970507,0.186352355811269,-2.1069360985562,-1.51147676733484,-1.23021205730055,-0.663869825094156,-0.0961759416585616,0.205369274759467,-0.0079927588873834,1.24328045325397,0.203066782086903,-1.32696212266558,0.648092155610208,1.0167929812409,-1.81241118505509,0.0163673919830753,2.02961469543437,0.0714571457568489,-0.533503138208004,-0.145239875991627,0.0484196151881669,-0.0827789084133325,0.54144541870321,0.466170042543882,0.13773385156398,0.0098980942722905,0.0079925985270668,-0.4696485623003195,0.08796102992345164
